Dates,Headlines
16 Apr 2014,IndusInd Bank Q4 PAT seen up 13.5% to Rs 349 cr: Poll
16 Apr 2014,Checkout: Stocks that should be on your radar for April 16
11 Apr 2014,Buy IndusInd Bank 500 Put: VK Sharma
11 Apr 2014,Top 10 stocks to focus on April 11
10 Apr 2014,FIIs need RBI nod to buy further shares in IndusInd Bank
01 Apr 2014,"IndusInd Bank's FY14 results on April 16, 2014"
01 Apr 2014,Indusind Bank appoints T. Anantha Narayanan as additional director
27 Mar 2014,IndusInd Bank may touch Rs 530-550: Sahil Kapoor
24 Mar 2014,"Buy IndusInd Bank, Crompton, JK Tyre: Lancelot D Cunha"
24 Mar 2014,IndusInd Bank may move to Rs 510: Anu Jain
24 Mar 2014,"Bull's Eye: Buy JK Tyre, Crompton, Adani Enterprises, SRF"
18 Mar 2014,Checkout how these top 10 stocks are fairing today
14 Mar 2014,Super Six stocks you can bet on March 14
11 Mar 2014,"Prefer Persistent, IndusInd Bank: Manishi Raychaudhuri"
10 Mar 2014,"Banks to face near-term asset quality, margin woes: Experts"
10 Mar 2014,"Bull's Eye: Buy EIL, HDIL, NCC, Havells; sell Biocon"
07 Mar 2014,Ten stocks to watchout for as mkt hits new highs
06 Mar 2014,IndusInd Bank may move to Rs 430-435: Chandan Taparia
04 Mar 2014,SP Tulsian positive on private sector banks
03 Mar 2014,"Prefer YES Bank, IndusInd Bank: Ajay Srivastava"
25 Feb 2014,"Buy IndusInd Bank, Voltas; sell SAIL: Kunal Saraogi"
25 Feb 2014,"Bull's Eye: Buy Voltas, Godrej Properties, Allahabad Bank"
25 Feb 2014,Super Six: Top chart picks for February 25
24 Feb 2014,Prefer IndusInd Bank: Sudarshan Sukhani
24 Feb 2014,"Indusind Bank relocates branch in Valsad, Gujarat"
22 Feb 2014,Nischal Maheshwari cautious on banking space
19 Feb 2014,"Buy IndusInd Bank, Crompton Greaves: Lancelot D Cunha"
19 Feb 2014,"Bull's Eye: Buy Siemens, MphasiS, Financial Tech, KPIT Tech"
07 Feb 2014,"Buy Motherson Sumi, BOI, IndusInd Bank: Dharmesh Kant"
31 Jan 2014,"Buy IndusInd Bank, target of Rs 507: Rajiv Mehta"
28 Jan 2014,IndusInd Bank: Updates on reappointment of MD & CEO
27 Jan 2014,"Sell YES Bank, IndusInd Bank: Sudarshan Sukhani"
21 Jan 2014,Induslnd Bank relocates branch in Rajkot
17 Jan 2014,Buy IndusInd Bank; target of Rs 470: Firstcall Research
14 Jan 2014,"Sell IndusInd Bank, buy ICICI Bank: Gopi Suvanam"
13 Jan 2014,"Prefer TCS, HCL Tech over Infosys: India Infoline"
13 Jan 2014,IndusInd Bank may test Rs 380-385: Hemant Thukral
10 Jan 2014,"Buy IndusInd for long-term, recommends Quant Broking "
10 Jan 2014,Book profits in IndusInd Bank: Prakash Diwan
10 Jan 2014,IndusInd Q3 NPA jump sign of things to come?
10 Jan 2014,"Short IndusInd Bank, says SP Tulsian"
10 Jan 2014,"IndusInd Bank Q3 beats forecast, net up 30% but NPA rises"
10 Jan 2014,IndusInd Bank announces Q3 results; PAT at Rs 346.9cr
09 Jan 2014,IndusInd Bank Q3 PAT seen up 21% to Rs 328 cr: Poll
09 Jan 2014,Indusind Bank Q3 profit may beat estimates: StarMine
09 Jan 2014,IndusInd Bank Q3 PAT may rise 28% at Rs 344cr: ICICIdirect
09 Jan 2014,IndusInd Bank Q3 PAT seen up 19% at Rs 318.3cr: MOST
08 Jan 2014,"See mixed Q3 for banks; HDFC Bank, IndusInd top bets: UBS"
08 Jan 2014,Why Equirus Securities is betting on these 8 stocks
31 Dec 2013,Hold IndusInd Bank; target of Rs 475: Sushil Finance
31 Dec 2013,Super Six buy/sell call for December 31
30 Dec 2013,"IndusInd Bank's Q3 results on Jan 10, 2014"
20 Dec 2013,Accumulate IndusInd Bank; target of Rs 481: Emkay
17 Dec 2013,Ashok Leyland sells IndusInd Bank shares worth Rs 75 cr
16 Dec 2013,Short IndusInd Bank: Hemant Thukral
13 Dec 2013,"Short IndusInd Bank, advises Kunal Bothra"
13 Dec 2013,IndusInd Bank may slip to Rs 415-416: SP Tulsian
12 Dec 2013,Check Out: Super Six stocks for December 12
09 Dec 2013,"Prefer Crompton Greaves, Exide, DCB, IndusInd Bank: Baliga"
09 Dec 2013,IndusInd Bank opens new branch in Aliganj area of Lucknow
06 Dec 2013,"Prefer ICICI Bank, SBI, YES Bank: Sandip Sabharwal"
05 Dec 2013,"Buy IndusInd Bank, advises Lancelot D'Chuna"
22 Nov 2013,"Hold IndusInd Bank, says Vishal Malkan"
22 Nov 2013,See 30% upside in IndusInd Bank: Siddharth Teli
22 Nov 2013,HDFC Bank top pick: Siddharth Teli
22 Nov 2013,"Sell IndusInd Bank, BOI, Exide; buy Dhampur Sugar: Jain"
22 Nov 2013,"Bull's Eye: Buy Voltas, Amara Raja; short LIC Housing"
22 Nov 2013,Super Six stocks you can bet on November 22
20 Nov 2013,"Buy Adani Enter, Sesa Sterlite; sell IndusInd Bank: Tulsian"
19 Nov 2013,"Add SBI, Axis Bank, ICICI Bank in portfolio: Choksey"
19 Nov 2013,Indusind Bank opens new branch in Lucknow
13 Nov 2013,"Sell IndusInd Bank, Reliance Infra, Andhra Bank: Tulsian"
06 Nov 2013,6 trading bets for short term gain
05 Nov 2013,IndusInd Bank may slip to Rs 426: SP Tulsian
31 Oct 2013,"Buy IndusInd Bank, Motherson Sumi, Delta Corp: Jajoo"
31 Oct 2013,"Bull's Eye: Buy Aurobindo, IndusInd Bank; short HDIL, Bata"
30 Oct 2013,Buy IndusInd Bank: Sudarshan Sukhani
28 Oct 2013,"HDFC Bank top pick, BoB from PSU space Religare Cap Mkts"
28 Oct 2013,"Buy IndusInd Bank, advises Sudarshan Sukhani"
21 Oct 2013,6 trading stocks for short term gain
18 Oct 2013,"Prefer YES Bank, IndusInd Bank, says Kunal Bothra"
17 Oct 2013,Buy IndusInd Bank; target Rs 460: ICICIdirect.com
16 Oct 2013,Accumulate IndusInd Bank; target Rs 460: P Lilladher
15 Oct 2013,Buy IndusInd Bank; target Rs 535: Gautam Trivedi
15 Oct 2013,"Short IndusInd Bank, advises Shardul Kulkarni"
15 Oct 2013,"Accumulate IndusInd Bank, says Mayuresh Joshi"
15 Oct 2013,"Buy IndusInd; asset quality, NIMs good: Religare Cap"
14 Oct 2013,Book some profits in IndusInd Bank: Phani Sekhar
14 Oct 2013,IndusInd Bank may touch Rs 445-450: Kunal Bothra
14 Oct 2013,Buy IndusInd with a target of Rs 550: SBICAP Sec
14 Oct 2013,"IndusInd Bank Q2 beats estimates, net up 32% to Rs 330 cr"
14 Oct 2013,IndusInd Bank announces Q2 results; PAT up at Rs 330.23cr
14 Oct 2013,"Buy YES Bank, IndusInd Bank on dips: Nitin Jain"
14 Oct 2013,IndusInd Bank Q2 NII likely to rise 32% at Rs 675 cr
14 Oct 2013,Buy IndusInd Bank: Sudarshan Sukhani
12 Oct 2013,IndusInd Bank Q2 PAT likely to grow 26% to Rs 316 cr: Poll
11 Oct 2013,IndusInd Bank Q2 net likely to rise 10% at Rs 300.5cr: MOST
11 Oct 2013,IndusInd Bank Q2 net may grow 25% at Rs 312cr: P Lilladher
10 Oct 2013,Induslnd Bank opens three new branches in Vadodara
10 Oct 2013,"Buy IndusInd Bank on dips, advises Ambareesh Baliga"
09 Oct 2013,Induslnd Bank opens new branch in Lucknow
08 Oct 2013,"Prefer HDFC Bank, ICICI Bank: Dhananjay Sinha"
08 Oct 2013,Prefer YES Bank & Axis Bank over IndusInd: SP Tulsian
03 Oct 2013,"IndusInd Bank's Q2 results on October 14, 2013"
01 Oct 2013,"Prefer Axis Bank, YES Bank over IndusInd Bank: Tulsian"
30 Sep 2013,"Buy YES Bank, IndusInd Bank: Sandeep J Shah"
26 Sep 2013,"Prefer HDFC Bank, ICICI Bank: BNP Paribas Securities"
26 Sep 2013,"IndusInd Bank's Q2 results on October 15, 2013"
25 Sep 2013,See lower levels in IndusInd Bank: Sudarshan Sukhani
24 Sep 2013,"Expect 20% returns in HDFC Bank, IndusInd: UBS"
23 Sep 2013,"Below Rs 394-395, IndusInd Bank may test Rs 375-380: Bothra"
20 Sep 2013,IndusInd Bank may come down to Rs 400-405: SP Tulsian
19 Sep 2013,YES Bank may test Rs 440-450: SP Tulsian
19 Sep 2013,"Buy IndusInd Bank, advises Jitendra Panda"
17 Sep 2013,Sell ICICI Bank above Rs 1000: Shardul Kulkarni
13 Sep 2013,"Pick YES Bank, Tata Motors, SBI: Deven Choksey"
11 Sep 2013,6 trading stocks for short term gain
05 Sep 2013,"Do not buy Tata Steel, prefer Idea Cellular: SP Tulsian"
05 Sep 2013,Book profits in Axis Bank: SP Tulsian
05 Sep 2013,Sudarshan Sukhani prefers IndusInd Bank
05 Sep 2013,"Buy IndusInd Bank, advises Sudarshan Sukhani"
03 Sep 2013,6 stocks likely to see lot of action today
22 Aug 2013,"Sell IndusInd Bank, says Jitendra Panda"
22 Aug 2013,Buy IndusInd Bank on dips; target Rs 375-380: Thukral
21 Aug 2013,"Buy IndusInd Bank, advises Shardul Kulkarni"
21 Aug 2013,"SBI, Allahabad Bank, Yes Bank may rise 5-10%: SP Tulsian"
13 Aug 2013,Go long on IndusInd Bank: SP Tulsian
08 Aug 2013,Hold IndusInd Bank; target Rs 417: Firstcall Research
08 Aug 2013,Induslnd Bank opens two new branches at Vadodara
08 Aug 2013,Indusind Bank accepts resignation of R. S. Sharma
08 Aug 2013,"Buy IndusInd Bank, says Amit Trivedi"
07 Aug 2013,Buy ICICI Bank 860 Put: VK Sharma
26 Jul 2013,"Buy IndusInd Bank 420 Put, keep stoploss at Rs 10: Sharma"
26 Jul 2013,IndusInd Bank expands reach across Patna; opens 2 new branches
25 Jul 2013,IndusInd Bank may slip to Rs 320-330: Sukhani
24 Jul 2013,IndusInd Bank: Updates on Outcome of AGM
24 Jul 2013,IndusInd Bank expands reach across NCR and UP; Opens new branch in Greater Noida
20 Jul 2013,Buy IndusInd Bank; target Rs 550: KRChoksey
20 Jul 2013,"Sell IndusInd Bank, advises Sudarshan Sukhani"
20 Jul 2013,"Positive on Glenmark, GAIL, short IndusInd Bank: Sukhani"
16 Jul 2013,Buy IndusInd Bank; sell Ashok Leyland: SP Tulsian
12 Jul 2013,Yes Bank sees corporate rivalry behind family feud
12 Jul 2013,Buy IndusInd Bank; target of Rs 540: P Lilladher
12 Jul 2013,"Expect stable NIMs, retail growth in FY14: IndusInd Bank"
11 Jul 2013,Sell IndusInd Bank: Ajcon Global
11 Jul 2013,Sell IndusInd Bank: Sudarshan Sukhani
10 Jul 2013,PLilladher stock bets this Q1 earnings season
10 Jul 2013,Book partial profits in IndusInd Bank: Sanjeev Agarwal
10 Jul 2013,"Hold IndusInd Bank, says Jagannadham Thununguntla"
10 Jul 2013,IndusInd Bank Q1 net rises 42% on other income and NII
10 Jul 2013,"Buy IndusInd Bank, says Sudarshan Sukhani"
10 Jul 2013,IndusInd Bank Q1: Analysts see 34% PAT growth to Rs 315 cr
08 Jul 2013,"Short SBI, HDFC Bank: Gopi Suvanam"
05 Jul 2013,Angel Q1FY14 Preview: Subdued revenues to weigh on earnings
05 Jul 2013,What is in new banking licence to attract companies?
04 Jul 2013,"IndusInd Bank Q1 results on July 10, 2013"
03 Jul 2013,"Bank hopefuls stare down road fraught with cost, risks"
29 Jun 2013,HDFC top pick; buy IndusInd Bank for short-term: Irani
26 Jun 2013,Buy IndusInd Bank on decline: Sudarshan Sukhani
26 Jun 2013,"Buy IndusInd Bank, Madras Cements; sell YES Bank: Experts"
25 Jun 2013,Sell IndusInd Bank & Kotak Mahindra Bank: Sudarshan Sukhani
25 Jun 2013,"Sell IndusInd Bank, says Sukhani"
24 Jun 2013,IndusInd Bank launches 22K gold inlay credit card 
21 Jun 2013,"Pick IndusInd Bank, Axis Bank: PN Vijay"
17 Jun 2013,Super Six stocks you can bet on June 17
14 Jun 2013,"Short IndusInd Bank, advises Shardul Kulkarni"
11 Jun 2013,"Short IndusInd Bank, says Sudarshan Sukhani"
10 Jun 2013,"IndusInd Bank: AGM on June 28, 2013"
07 Jun 2013,Fire breaks out at Induslnd Bank back office
06 Jun 2013,"Accumulate Axis Bank, HDFC Bank, IndusInd Bank: Bhatnagar"
29 May 2013,"Induslnd Bank, American Express announce strategic partnership"
29 May 2013,Check out: Top trading picks by market experts
27 May 2013,Exit IndusInd Bank around Rs 535: SP Tulsian
27 May 2013,"Yes Bank, IndusInd Bank look good: Gopi Suvanam"
27 May 2013,Will policy shift to reverse repo lead to lending rate cuts
27 May 2013,"Short IndusInd Bank, says Sukhani"
27 May 2013,How banks will benefit from bond yield fall: Moses Harding
25 May 2013,"Sell Tata Motors, IndusInd Bank; buy Coal India: Sukhani"
22 May 2013,IndusInd Bank may slip to Rs 484: SP Tulsian
21 May 2013,"Avoid IndusInd Bank, says Sudarshan Sukhani"
17 May 2013,"Lupin, IndusInd Bank, Yes Bank best bets: Malkan"
14 May 2013,"PN Vijay bullish on HCL Tech, TCS, IndusInd & Yes Bank"
11 May 2013,Buy IndusInd Bank: Sudarshan Sukhani
10 May 2013,Wait for correction to enter in IndusInd Bank: Kulkarni
10 May 2013,Buy IndusInd Bank on dips: Sukhani
07 May 2013,"IndusInd Bank, Yes Bank good opportunities: Nitin Jain"
02 May 2013,IndusInd Bank selects Calypso for full front-to-back office treasury solution
02 May 2013,Build short positions in IndusInd Bank: Sudarshan Sukhani
27 Apr 2013,"OBC, IndusInd Bank can fall 4-5% next week: Tulsian"
27 Apr 2013,"Tulsian positive on OBC, IndusInd & LIC Housing Fin"
25 Apr 2013,"Sell IndusInd Bank, Titan Industries: SP Tulsian"
23 Apr 2013,"Buy IndusInd Bank for long term, says PN Vijay"
23 Apr 2013,"Cautious on RCom; bullish on ICICI Bank, IndusInd: PN Vijay"
22 Apr 2013,Buy Unitech; sell IndusInd Bank: Sukhani
22 Apr 2013,Remain invested in IndusInd Bank: Sukhani
22 Apr 2013,Antique's 5 bets in rising market environment
22 Apr 2013,Vayalar upbeat on IndusInd Bank
22 Apr 2013,Buy IndusInd Bank; target of Rs 493: Firstcall Research
22 Apr 2013,Buy IndusInd Bank: Sukhani
22 Apr 2013,"Yes Bank, IndusInd Bank top picks: Dhirendra Tiwari"
22 Apr 2013,Buy IndusInd Bank; target Rs 500: P Lilladher
22 Apr 2013,"Buy IndusInd Bank, says Ventura Securities"
18 Apr 2013,No discernible trends in CV loans: IndusInd's Sobti
18 Apr 2013,IndusInd Bank has resistance around Rs 465-470: SP Tulsian
18 Apr 2013,"IndusInd Bank looks good, says Roy"
18 Apr 2013,IndusInd Bank board recommends dividend
18 Apr 2013,"IndusInd Bank Q4 net rises 38%, shares hit 52-wk high"
17 Apr 2013,IndusInd Bank a good bet: PN Vijay
17 Apr 2013,Key things to watch for IndusInd Bank Q3
16 Apr 2013,Banking sector results preview for Q4FY13: Motilal Oswal
12 Apr 2013,"Short Yes Bank, IndusInd Bank: Sukhani"
09 Apr 2013,"Yes Bank, IndusInd Bank may underperform: Sukhani"
05 Apr 2013,"Short Yes Bank, IndusInd Bank: Sukhani"
05 Apr 2013,"IndusInd Bank FY13 results on April 18, 2013"
01 Apr 2013,"Cost of funds down, net interest margin to expand: IndusInd"
01 Apr 2013,"IndusInd Bank, NMDC mixed on inclusion in Nifty"
30 Mar 2013,Dipan Mehta positive on IndusInd Bank
28 Mar 2013,"NMDC, IndusInd Bank look attractive: Roy"
28 Mar 2013,"See 6-8% gain in IndusInd Bank, NMDC: SP Tulsian"
22 Mar 2013,"Buy ICICI Bank, IndusInd Bank: Vayalar"
22 Mar 2013,Check out: Short term trading ideas by market experts
21 Mar 2013,"Sell IndusInd Bank, Punj Lloyd, Shree Renuka: Joshi"
21 Mar 2013,"Bull's Eye: Buy Manappuram, NHPC; short HDIL, Punj Lloyd"
19 Mar 2013,IndusInd Bank opens its second currency chest in New Delhi
18 Mar 2013,"HUL, Dr Reddys Laboratories likely to outperform: Sukhani"
18 Mar 2013,Sell IndusInd Bank Mar Fut below Rs 423; tgt Rs 409: IIFL
15 Mar 2013,6 trading bets that can fetch you handsome returns
11 Mar 2013,"Buy HPCL, Idea, IndusInd Bank: Parag Doctor"
11 Mar 2013,IndusInd Bank can retest Rs 445-450 in short term: Thukral
08 Mar 2013,"Short IndusInd Bank, says Sudarshan Sukhani"
07 Mar 2013,"Buy HDFC, HDFC Bank, Sun Pharma, says Irani"
06 Mar 2013,"Buy Alembic Pharmaceutical, Dishman Pharma, NHPC: Agarwal"
06 Mar 2013,"Bull's eye: Buy IndusInd Bank, NHPC, SKS Micro, PFC"
05 Mar 2013,6 trading bets that can fetch you handsome returns
04 Mar 2013,Check Out: Super Six stocks for March 4 
02 Mar 2013,Stick with quality stocks in confirmed uptrends: Sukhani 
02 Mar 2013,"Short Aurobindo Pharma, IndusInd Bank: Sukhani"
28 Feb 2013,6 trading bets that can fetch you handsome returns
21 Feb 2013,Buy IndusInd Bank; target Rs 500: Motilal Oswal
20 Feb 2013,"Roy bullish on ICICI Bank, HDFC Bank, Yes Bank"
20 Feb 2013,Super Six stocks you can bet on Feb 20
19 Feb 2013,Buy IndusInd Bank; target of Rs 625: Nirmal Bang
14 Feb 2013,"Hold IndusInd Bank, says Ashu Madan"
14 Feb 2013,"Add Yes Bank, IndusInd Bank: Nitin Jain"
13 Feb 2013,Check out: Trading ideas from 3 market experts
31 Jan 2013,Go long on IndusInd Bank with target of Rs 460: Thukral
31 Jan 2013,Super Six: Top chart picks for Jan 31
25 Jan 2013,"Buy IndusInd Bank, City Union Bank, Cummins: Kapur"
25 Jan 2013,"Bull's eye: Buy SKS Micro, AB Nuvo; short Opto Circuits"
24 Jan 2013,"Buy IndusInd Bank, Sun TV, Unitech: Kapur"
24 Jan 2013,"Bull's eye: Buy PNB Gilts, Unitech, Century; short RComm"
23 Jan 2013,"Buy IndusInd Bank, Berger Paints, Karnataka Bank: Kapur"
23 Jan 2013,"Bull's eye: Buy Bajaj Finserv, Kingfisher, short HDIL"
22 Jan 2013,"Sell IndusInd Bank, says Sukhani"
16 Jan 2013,"Buy Yes Bank, IndusInd Bank, Axis Bank on dip: Sukhani"
14 Jan 2013,Buy IndusInd Bank; target Rs 486: Firstcall Research
11 Jan 2013,Accumulate IndusInd Bank; tgt of Rs 461: Aditya Birla Money
11 Jan 2013,Buy IndusInd Bank; target of Rs 500: Motilal Oswal
11 Jan 2013,IndusInd eyes Q4 margin growth; expects 25-50bps rate cut 
10 Jan 2013,Banks asset quality concerns to persist in Q3FY13 results
10 Jan 2013,"IndusInd Bank Dec '12 NII at Rs 1,800.49 crore"
10 Jan 2013,Stay invested in IndusInd Bank: Phani Sekhar
10 Jan 2013,Buy IndusInd Bank; target of Rs 480: Prabhudas Lilladher
10 Jan 2013,Private banks to post healthy earnings growth in Q3FY13
10 Jan 2013,Accumulate IndusInd Bank; target of Rs 494: KRChoksey
10 Jan 2013,Buy IndusInd Bank; target Rs 485: Nirmal Bang
10 Jan 2013,IndusInd up 2% post strong Q3 ; check broker price targets
09 Jan 2013,IndusInd Bank can move to Rs 450-460: SP Tulsian
09 Jan 2013,IndusInd Bank Q3 net up 30% on higher interest income
09 Jan 2013,IndusInd Bank Q3 PAT seen up 32% YoY to Rs 272 cr 
08 Jan 2013,"Book profit in IndusInd Bank, says Sukhani"
08 Jan 2013,Buy Lakshmi Vilas Bank on correction: Sukhani
07 Jan 2013,RBI takes measures to revive corporate bond and CDS markets
02 Jan 2013,15 stock ideas for 2013: Nirmal Bang
02 Jan 2013,Super Six stocks you can bet on Jan 2
01 Jan 2013,Buy IndusInd Bank; may rally to Rs 445-450: Kulkarni
01 Jan 2013,Buy IndusInd Bank; target of Rs 500: Motilal Oswal
31 Dec 2012,IndusInd Bank gains 1.5% on Motilal Oswal buy report
28 Dec 2012,IndusInd Bank a market performer: SMC Global
27 Dec 2012,Hold IndusInd Bank: Angel Broking
24 Dec 2012,IndusInd bank promoter sells 46 lkh shares for Rs 196 crore
19 Dec 2012,"IndusInd Bank Q3 results on Jan 09, 2013"
19 Dec 2012,"L&T Finance, Bajaj Finance rally post Banking Bill cleared"
13 Dec 2012,Credo India Fund buys 19 lakh IndusInd Bank shares
13 Dec 2012,IndusInd Bank enhances its core banking system to Finacle 10.2 version
13 Dec 2012,Super Six short term picks for Dec 13
12 Dec 2012,"IndusInd Bank may rally to Rs 445-450, says Harchekar"
11 Dec 2012,"IndusInd raises Rs 2,000 cr via QIP issue"
11 Dec 2012," Induslnd Bank raises Rs 2,000 crore"
11 Dec 2012,IndusInd Bank falls 2% after Rs 2K cr QIP issue
10 Dec 2012,Credo buys 28.6 lk shares in IndusInd Bank for Rs 119 cr
07 Dec 2012,Indusind Bank allots share under stock option scheme
05 Dec 2012,IndusInd Bank to allot equity shares to QIBs
05 Dec 2012,6 intraday picks to make smart gains
04 Dec 2012,Buy IndusInd Bank; target of Rs 480: Nirmal Bang
30 Nov 2012,IndusInd Bank's QIB issue of Rs 2006 cr closes today
27 Nov 2012,IndusInd Bank QIP issue opens on Nov 26
27 Nov 2012,IndusInd Bank plans to raise USD 350-360mn via QIP
26 Nov 2012,IndusInd selling shares to raise up to $360m: Sources
23 Nov 2012,"IndusInd Bank, Maruti can see smart upmove: Parikh"
23 Nov 2012,Buzzing Karnataka Bank: What lifts investors' mood
23 Nov 2012,"Buy IndusInd Bank, Escorts, Exide: Joshi"
23 Nov 2012,"Bull's Eye: Hotel Leela, Rolta, Escorts; short Pantaloon"
19 Nov 2012,"Vayalar positive on Jindal Steel, Hindalco, IndusInd Bank"
19 Nov 2012,"Buy IndusInd Bank, SREI Infra, Infotech: Joshi"
19 Nov 2012,UBS India overweight on private banks
19 Nov 2012,"Bull's Eye: Infotech Enterprises, Ashok Leyland, SREI Infra"
16 Nov 2012,Buy IndusInd Bank with a target of Rs 418: Parikh
15 Nov 2012,Mahindra Financial Services raises Rs 867 cr via QIP
15 Nov 2012,Buy IndusInd Bank 380 Call: VK Sharma
12 Nov 2012,Buy IndusInd Bank on dips: Anu Jain
02 Nov 2012,"IndusInd Bank allots 1,36,964 shares under ESOS"
29 Oct 2012,"Banking Q2: UBS Securities' preview, review and picks"
